,EventId,EventTemplate
1142,1d8ac989,sshd[14609]: <*> <*> <*> closed by remote <*>
1143,98cd6206,sshd[14656]: <*> <*> <*> closed by remote <*>
1144,c9bbcb9d,sshd[17395]: <*> <*> <*> closed by remote <*>
1145,1f629d35,sshd[15039]: <*> <*> <*> closed by remote <*>
1146,4dd229d6,sshd[15127]: <*> <*> <*> closed by remote <*>
1147,be187f35,sshd[15176]: <*> <*> <*> closed by remote <*>
1148,1826a9a3,sshd[15610]: <*> <*> <*> closed by remote <*>
1149,1ffc2080,sshd[15701]: <*> <*> <*> closed by remote <*>
1150,a6f1f550,sshd[15751]: <*> <*> <*> closed by remote <*>
1151,daaf6034,sshd[15800]: <*> <*> <*> closed by remote <*>
1152,0a416801,sshd[16428]: <*> <*> <*> closed by remote <*>
1153,c498c2b3,sshd[16545]: <*> <*> <*> closed by remote <*>
1154,e9fa219a,sshd[16590]: <*> <*> <*> closed by remote <*>
1155,7e703dd1,sshd[16637]: <*> <*> <*> closed by remote <*>
1156,c1f5246c,sshd[17190]: <*> <*> <*> closed by remote <*>
1157,0cb3e1b7,sshd[17277]: <*> <*> <*> closed by remote <*>
1158,eaa5426f,sshd[17324]: <*> <*> <*> closed by remote <*>
1159,1d5cfa25,sshd[17370]: <*> <*> <*> closed by remote <*>
1160,31f52b33,sshd[19507]: <*> <*> <*> closed by remote <*>
1161,38ac96c1,sshd[17750]: <*> <*> <*> closed by remote <*>
1162,a2443dee,sshd[17837]: <*> <*> <*> closed by remote <*>
1163,048680f7,sshd[17884]: <*> <*> <*> closed by remote <*>
1164,05031488,sshd[17929]: <*> <*> <*> closed by remote <*>
1165,da85940d,sshd[2830]: <*> <*> <*> closed by remote <*>
1166,f26cb464,sshd[2937]: <*> <*> <*> closed by remote <*>
1167,2e3195b8,sshd[2983]: <*> <*> <*> closed by remote <*>
1168,44864d77,sshd[3083]: <*> <*> <*> closed by remote <*>
1169,fdfed8a6,sshd[3645]: <*> <*> <*> closed by remote <*>
1170,26d11927,sshd[3734]: <*> <*> <*> closed by remote <*>
1171,ccd67a09,sshd[3782]: <*> <*> <*> closed by remote <*>
1172,e6a15b1f,sshd[3828]: <*> <*> <*> closed by remote <*>
1173,573a65e4,sshd[4539]: <*> <*> <*> closed by remote <*>
1174,0ed3d318,sshd[4626]: <*> <*> <*> closed by remote <*>
1175,7712952c,sshd[4674]: <*> <*> <*> closed by remote <*>
1176,5ac59044,sshd[4721]: <*> <*> <*> closed by remote <*>
1177,b5569fcf,"kernel: nfs_safe_remove: <*> busy, d_count=2"
1178,1f35a577,sshd[10825]: <*> <*> <*> closed by remote <*>
1179,555d0d9a,sshd[5310]: <*> <*> <*> closed by remote <*>
1180,62bd3369,sshd[5518]: <*> <*> <*> closed by remote <*>
1181,a8e0d5f3,sshd[5564]: <*> <*> <*> closed by remote <*>
1182,71b8d3bd,sshd[5609]: <*> <*> <*> closed by remote <*>
1183,fa6d7c2f,Event Log Daemon:[27133]: Physical drive failed: SCSI Port 1 ID 0 of Embedded Array Controller.
1184,33057d75,"Event Log Daemon:[27133]: Logical drive 1 of Embedded Array Controller, has changed from status OK to FAILED"
1185,02914ba0,sshd[3884]: <*> <*> <*> closed by remote <*>
1186,ced6ad19,sshd[3932]: <*> <*> <*> closed by remote <*>
1187,4c7e881e,sshd[3978]: <*> <*> <*> closed by remote <*>
1188,e5497d2d,xinetd[2281]: removing <*>
1189,843e7b02,sshd[6355]: <*> <*> <*> closed by remote <*>
1190,dcf04445,sshd[6509]: <*> <*> <*> closed by remote <*>
1191,8d1b33c1,sshd[6557]: <*> <*> <*> closed by remote <*>
1192,9fa5e946,sshd[6602]: <*> <*> <*> closed by remote <*>
1193,8de73066,sshd[7203]: <*> <*> <*> closed by remote <*>
1194,4b404b1e,sshd[7291]: <*> <*> <*> closed by remote <*>
1195,f657600d,sshd[7338]: <*> <*> <*> closed by remote <*>
1196,3e3b0dc2,sshd[7383]: <*> <*> <*> closed by remote <*>
1197,b8ce50bb,sshd[16179]: <*> <*> <*> closed by remote <*>
1198,497e12b8,sshd[9586]: <*> <*> <*> closed by remote <*>
1199,699e46bf,sshd[9671]: <*> <*> <*> closed by remote <*>
1200,220d6995,sshd[9719]: <*> <*> <*> closed by remote <*>
1201,3eecda39,sshd[9764]: <*> <*> <*> closed by remote <*>
1202,8d407c0f,sshd[10727]: <*> <*> <*> closed by remote <*>
1203,3aa7a00a,sshd[10812]: <*> <*> <*> closed by remote <*>
1204,543bd445,sshd[10860]: <*> <*> <*> closed by remote <*>
1205,59446046,sshd[10908]: <*> <*> <*> closed by remote <*>
1206,6c8165f3,sshd[11492]: <*> <*> <*> closed by remote <*>
1207,5fe537d5,sshd[11584]: <*> <*> <*> closed by remote <*>
1208,5c5abd37,sshd[11632]: <*> <*> <*> closed by remote <*>
1209,729087b4,sshd[11680]: <*> <*> <*> closed by remote <*>
1210,e9a8779f,sshd[12069]: <*> <*> <*> closed by remote <*>
1211,5367cbcd,sshd[12160]: <*> <*> <*> closed by remote <*>
1212,a724452e,sshd[12207]: <*> <*> <*> closed by remote <*>
1213,690a4ce6,sshd[12253]: <*> <*> <*> closed by remote <*>
1214,8c525485,sshd[21953]: <*> <*> <*> closed by remote <*>
1215,93ee393f,sshd[12722]: <*> <*> <*> closed by remote <*>
1216,3f1429e7,sshd[12809]: <*> <*> <*> closed by remote <*>
1217,e02f4777,sshd[12857]: <*> <*> <*> closed by remote <*>
1218,4ba246aa,sshd[12905]: <*> <*> <*> closed by remote <*>
1219,22e96c29,sshd[13415]: <*> <*> <*> closed by remote <*>
1220,c283a993,sshd[13516]: <*> <*> <*> closed by remote <*>
1221,7a5a9b91,sshd[13562]: <*> <*> <*> closed by remote <*>
1222,50188d9a,sshd[13609]: <*> <*> <*> closed by remote <*>
1223,0fa2fc63,sshd[14562]: <*> <*> <*> closed by remote <*>
1224,7197bbe1,sshd[14707]: <*> <*> <*> closed by remote <*>
1225,7c0d869b,sshd[14754]: <*> <*> <*> closed by remote <*>
1226,04b11854,sshd[17489]: <*> <*> <*> closed by remote <*>
1227,2873fdaa,sshd[20183]: <*> <*> <*> closed by remote <*>
1228,7d426c22,sshd[20228]: <*> <*> <*> closed by remote <*>
1229,a2fdf8e6,sshd[20551]: <*> <*> <*> closed by remote <*>
1230,ce396de5,sshd[27663]: <*> <*> <*> closed by remote <*>
1231,9689efc2,sshd[24658]: <*> <*> <*> closed by remote <*>
1232,e5355e22,sshd[24739]: <*> <*> <*> closed by remote <*>
1233,5dcd490d,sshd[24787]: <*> <*> <*> closed by remote <*>
1234,d68e2084,sshd[24836]: <*> <*> <*> closed by remote <*>
1235,053d001c,sshd[32293]: <*> <*> <*> closed by remote <*>
1236,38d544bf,sshd[1729]: <*> <*> <*> closed by remote <*>
1237,5bf1bfe1,sshd[1782]: <*> <*> <*> closed by remote <*>
1238,07cc8742,sshd[1847]: <*> <*> <*> closed by remote <*>
1239,0bc11241,sshd[3533]: <*> <*> <*> closed by remote <*>
1240,5c7f16b7,sshd[3593]: <*> <*> <*> closed by remote <*>
1241,d911624a,sshd[3641]: <*> <*> <*> closed by remote <*>
1242,a06cd411,sshd[3691]: <*> <*> <*> closed by remote <*>
1243,b3a57798,sshd[4422]: <*> <*> <*> closed by remote <*>
1244,5d8b1b73,sshd[4469]: <*> <*> <*> closed by remote <*>
1245,c2ca65ff,sshd[4516]: <*> <*> <*> closed by remote <*>
1246,82fb935c,sshd[21937]: <*> <*> <*> closed by remote <*>
1247,519b2249,sshd[4939]: <*> <*> <*> closed by remote <*>
1248,b80d63d5,sshd[4998]: <*> <*> <*> closed by remote <*>
1249,3a35b1ff,sshd[5046]: <*> <*> <*> closed by remote <*>
1250,ad75d399,sshd[5094]: <*> <*> <*> closed by remote <*>
1251,931c4eb1,sshd[5505]: <*> <*> <*> closed by remote <*>
1252,bce11c0a,sshd[5566]: <*> <*> <*> closed by remote <*>
1253,c777dcf7,sshd[5617]: <*> <*> <*> closed by remote <*>
1254,9837d0ac,sshd[5668]: <*> <*> <*> closed by remote <*>
1255,4bc70671,sshd[6687]: <*> <*> <*> closed by remote <*>
1256,24d5ad4d,sshd[6747]: <*> <*> <*> closed by remote <*>
1257,485e7177,sshd[6794]: <*> <*> <*> closed by remote <*>
1258,5424528f,sshd[6841]: <*> <*> <*> closed by remote <*>
1259,2c2df8f2,sshd[7681]: <*> <*> <*> closed by remote <*>
1260,7f61c9fa,sshd[7739]: <*> <*> <*> closed by remote <*>
1261,fa025ea9,sshd[7786]: <*> <*> <*> closed by remote <*>
1262,1f10608a,sshd[7832]: <*> <*> <*> closed by remote <*>
1263,ff3836c8,<*> Kerberos authentication as <*> denied for <*>
1264,68ae345b,sshd[28440]: <*> <*> <*> closed by remote <*>
1265,a3a8d2b3,sshd[8610]: <*> <*> <*> closed by remote <*>
1266,544a3274,sshd[8736]: <*> <*> <*> closed by remote <*>
1267,da7c18e0,sshd[8783]: <*> <*> <*> closed by remote <*>
1268,950bc7dd,sshd[8829]: <*> <*> <*> closed by remote <*>
1269,507c7ca8,sshd[9640]: <*> <*> <*> closed by remote <*>
1270,ec05d823,sshd[9699]: <*> <*> <*> closed by remote <*>
1271,76c1e577,sshd[9748]: <*> <*> <*> closed by remote <*>
1272,16554aa3,sshd[9796]: <*> <*> <*> closed by remote <*>
1273,d08508b2,sshd[11021]: <*> <*> <*> closed by remote <*>
1274,3335443f,sshd[11081]: <*> <*> <*> closed by remote <*>
1275,cf79292d,sshd[11129]: <*> <*> <*> closed by remote <*>
1276,45e00735,sshd[11178]: <*> <*> <*> closed by remote <*>
1277,5e72ae81,sshd[12209]: <*> <*> <*> closed by remote <*>
1278,53e3c768,sshd[12273]: <*> <*> <*> closed by remote <*>
1279,15ff3862,sshd[12321]: <*> <*> <*> closed by remote <*>
1280,06a9d044,sshd[12368]: <*> <*> <*> closed by remote <*>
1281,d49bab84,sshd[3257]: <*> <*> <*> closed by remote <*>
1282,6c7f93e5,sshd[20022]: <*> <*> <*> closed by remote <*>
1283,c091207f,sshd[20163]: <*> <*> <*> closed by remote <*>
1284,041c4dfe,sshd[20167]: <*> <*> <*> closed by remote <*>
1285,1c438e80,sshd[20257]: <*> <*> <*> closed by remote <*>
1286,4b5cacc6,sshd[21225]: <*> <*> <*> closed by remote <*>
1287,33390a59,sshd[21347]: <*> <*> <*> closed by remote <*>
1288,5493dbc5,sshd[21392]: <*> <*> <*> closed by remote <*>
1289,b4d9817a,sshd[21440]: <*> <*> <*> closed by remote <*>
1290,aa06a45c,xinetd[2286]: removing <*>
1291,5e0d1be3,xinetd[2284]: removing <*>
1292,cb315e5e,sshd[24038]: <*> <*> <*> closed by remote <*>
1293,11609872,sshd[24107]: <*> <*> <*> closed by remote <*>
1294,4ccc1802,sshd[24152]: <*> <*> <*> closed by remote <*>
1295,83634caa,sshd[24198]: <*> <*> <*> closed by remote <*>
1296,4681a238,sshd[24782]: <*> <*> <*> closed by remote <*>
1297,a4b1fdca,sshd[24845]: <*> <*> <*> closed by remote <*>
1298,f91f3a02,sshd[24892]: <*> <*> <*> closed by remote <*>
1299,bd93280c,sshd[24939]: <*> <*> <*> closed by remote <*>
1300,e10d7bcc,sshd[16287]: <*> <*> <*> closed by remote <*>
1301,33c80ad5,sshd[25605]: <*> <*> <*> closed by remote <*>
1302,e180bcbd,sshd[25663]: <*> <*> <*> closed by remote <*>
1303,e76a6b9d,sshd[25710]: <*> <*> <*> closed by remote <*>
1304,a5d5651d,sshd[25757]: <*> <*> <*> closed by remote <*>
1305,b58969f4,sshd[26576]: <*> <*> <*> closed by remote <*>
1306,424d85e2,sshd[26634]: <*> <*> <*> closed by remote <*>
1307,377db0aa,sshd[26682]: <*> <*> <*> closed by remote <*>
1308,fdf8bd1a,sshd[26730]: <*> <*> <*> closed by remote <*>
1309,411e8012,sshd[31573]: <*> <*> <*> closed by remote <*>
1310,8707e4e2,sshd[31632]: <*> <*> <*> closed by remote <*>
1311,4fb36ab3,sshd[31680]: <*> <*> <*> closed by remote <*>
1312,de4b13e7,sshd[31727]: <*> <*> <*> closed by remote <*>
1313,708e77b8,sshd[32145]: <*> <*> <*> closed by remote <*>
1314,20aadfa1,sshd[32203]: <*> <*> <*> closed by remote <*>
1315,a6b70e03,sshd[32250]: <*> <*> <*> closed by remote <*>
1316,fbb865e7,sshd[32297]: <*> <*> <*> closed by remote <*>
1317,10bdffeb,sshd[22527]: <*> <*> <*> closed by remote <*>
1318,6255fdfa,sshd[394]: <*> <*> <*> closed by remote <*>
1319,a4a8f1a5,sshd[453]: <*> <*> <*> closed by remote <*>
1320,5723b605,sshd[502]: <*> <*> <*> closed by remote <*>
1321,3a4b7add,sshd[552]: <*> <*> <*> closed by remote <*>
1322,4ee53f48,sshd[1278]: <*> <*> <*> closed by remote <*>
1323,ce050e52,sshd[1463]: <*> <*> <*> closed by remote <*>
1324,8e8401fd,sshd[1508]: <*> <*> <*> closed by remote <*>
1325,8fef5d30,sshd[1555]: <*> <*> <*> closed by remote <*>
1326,3c21a264,sshd[2070]: <*> <*> <*> closed by remote <*>
1327,37c833d5,sshd[2131]: <*> <*> <*> closed by remote <*>
1328,d0fb66ba,sshd[2180]: <*> <*> <*> closed by remote <*>
1329,1b681721,sshd[2229]: <*> <*> <*> closed by remote <*>
1330,55c8099f,sshd[5273]: <*> <*> <*> closed by remote <*>
1331,ac19e4d9,sshd[27392]: <*> <*> <*> closed by remote <*>
1332,d5c81389,sshd[11859]: <*> <*> <*> closed by remote <*>
1333,51b08187,sshd[11912]: <*> <*> <*> closed by remote <*>
1334,ed961842,sshd[11973]: <*> <*> <*> closed by remote <*>
1335,91b5f338,sshd[12038]: <*> <*> <*> closed by remote <*>
1336,dab3f6e4,sshd[12455]: <*> <*> <*> closed by remote <*>
1337,7b6967ca,sshd[12508]: <*> <*> <*> closed by remote <*>
1338,3e763c67,sshd[12568]: <*> <*> <*> closed by remote <*>
1339,d3623e33,sshd[12626]: <*> <*> <*> closed by remote <*>
1340,c34e696a,sshd[23113]: <*> <*> <*> closed by remote <*>
1341,9ff5a611,sshd[23166]: <*> <*> <*> closed by remote <*>
1342,d09e2612,sshd[23228]: <*> <*> <*> closed by remote <*>
1343,62db8415,sshd[23291]: <*> <*> <*> closed by remote <*>
1344,47c15386,sshd[23688]: <*> <*> <*> closed by remote <*>
1345,f4e88f5b,sshd[23741]: <*> <*> <*> closed by remote <*>
1346,e5275f7d,sshd[23803]: <*> <*> <*> closed by remote <*>
1347,f72913a9,sshd[23863]: <*> <*> <*> closed by remote <*>
1348,e45a823c,sshd[21456]: <*> <*> <*> closed by remote <*>
1349,1b3b7c91,sshd[24507]: <*> <*> <*> closed by remote <*>
1350,15176d11,sshd[24560]: <*> <*> <*> closed by remote <*>
1351,d16cf0f3,sshd[24620]: <*> <*> <*> closed by remote <*>
1352,4cdf894f,sshd[24680]: <*> <*> <*> closed by remote <*>
1353,1f3d9467,sshd[25095]: <*> <*> <*> closed by remote <*>
1354,1a71cf0b,sshd[25148]: <*> <*> <*> closed by remote <*>
1355,c6fd1fc9,sshd[25208]: <*> <*> <*> closed by remote <*>
1356,12976bc8,sshd[25266]: <*> <*> <*> closed by remote <*>
1357,1d661d6e,sshd[25668]: <*> <*> <*> closed by remote <*>
1358,b9c492b9,sshd[25723]: <*> <*> <*> closed by remote <*>
1359,bd66cf9b,sshd[25785]: <*> <*> <*> closed by remote <*>
1360,b3003d90,sshd[25857]: <*> <*> <*> closed by remote <*>
1361,bfffeb97,sshd[26395]: <*> <*> <*> closed by remote <*>
1362,02de02b2,sshd[26446]: <*> <*> <*> closed by remote <*>
1363,27905217,sshd[26517]: <*> <*> <*> closed by remote <*>
1364,9fd8bd5c,sshd[26583]: <*> <*> <*> closed by remote <*>
1365,fb19aad6,sshd[27988]: <*> <*> <*> closed by remote <*>
1366,11acb7ab,sshd[28041]: <*> <*> <*> closed by remote <*>
1367,2c7b01e7,sshd[25253]: <*> <*> <*> closed by remote <*>
1368,31959113,sshd[28103]: <*> <*> <*> closed by remote <*>
1369,2eb70ba2,sshd[28166]: <*> <*> <*> closed by remote <*>
1370,33a2172f,sshd[29530]: <*> <*> <*> closed by remote <*>
1371,abeb00be,sshd[29586]: <*> <*> <*> closed by remote <*>
1372,24b66391,sshd[29648]: <*> <*> <*> closed by remote <*>
1373,0903df82,sshd[29709]: <*> <*> <*> closed by remote <*>
1374,028036da,sshd[30614]: <*> <*> <*> closed by remote <*>
1375,78af82f5,sshd[30668]: <*> <*> <*> closed by remote <*>
1376,62e3a4e7,sshd[30730]: <*> <*> <*> closed by remote <*>
1377,84220a91,sshd[30833]: <*> <*> <*> closed by remote <*>
1378,e856206c,sshd[31696]: <*> <*> <*> closed by remote <*>
1379,e239c3a7,sshd[31750]: <*> <*> <*> closed by remote <*>
1380,e5b88aac,sshd[31816]: <*> <*> <*> closed by remote <*>
1381,838ba99a,sshd[31875]: <*> <*> <*> closed by remote <*>
1382,6705ed52,sshd[5447]: <*> <*> <*> closed by remote <*>
1383,94163467,sshd[5875]: <*> <*> <*> closed by remote <*>
1384,fb555452,sshd[6565]: <*> <*> <*> closed by remote <*>
1385,bb77c398,sshd[7723]: <*> <*> <*> closed by remote <*>
1386,27bae3af,sshd[435]: <*> <*> <*> closed by remote <*>
1387,5d20f1a6,sshd[18609]: <*> <*> <*> closed by remote <*>
1388,a74877e0,sshd[18664]: <*> <*> <*> closed by remote <*>
1389,eac8cd33,sshd[18734]: <*> <*> <*> closed by remote <*>
1390,7c3bf732,sshd[18789]: <*> <*> <*> closed by remote <*>
1391,89fc3398,sshd[19898]: <*> <*> <*> closed by remote <*>
1392,243ede17,<*> Key exchange failed in remote: 'Key exchange failed.'
1393,e534ee95,<*> Remote host disconnected: Key exchange failed.
1394,d2008008,sshd[17805]: <*> <*> <*> closed by remote <*>
1395,551685a8,sshd[29231]: <*> <*> <*> closed by remote <*>
1396,45fcbddb,sshd[22993]: <*> <*> <*> closed by remote <*>
1397,e6ec8581,sudo: <*> : TTY=pts<*> ; USER=root ; <*> <*>
1398,ee536180,sshd[31408]: <*> <*> <*> closed by remote <*>
1399,b1a81e85,sshd[1197]: <*> <*> <*> closed by remote <*>
1400,c7a97e5c,sshd[715]: <*> <*> <*> closed by remote <*>
1401,48b07f57,sshd[3209]: <*> <*> <*> closed by remote <*>
1402,bf273523,"<*> <*> to=<#13#-#14#@#11#>, orig_to=<root>, relay=none, <*> status=deferred (connect to #15#[#16#]: <*> <*> <*>"
1403,c37723a0,<*> connect to #15#[#16#]: <*> <*> <*> (port 25)
1404,69c81602,sshd[22908]: <*> <*> <*> closed by remote <*>
1405,2e7ed8f7,sshd[5423]: <*> <*> <*> closed by remote <*>
1406,81d546cc,<*> SM_NOTIFY from <*> while not monitoring any hosts.
1407,88e7b296,sshd[9412]: <*> <*> <*> closed by remote <*>
1408,cd9b2957,sshd[32431]: <*> <*> <*> closed by remote <*>
1409,ed2f2726,postfix/pickup[1161]: 20865A65D1: uid=10022 from=<#291#>
1410,bcf409d4,postfix/pickup[1161]: E8CC3A65D1: uid=21282 from=<drrotta>
1411,9450d658,sshd[13863]: <*> <*> <*> closed by remote <*>
1412,a91632c7,sshd[1971]: <*> <*> <*> closed by remote <*>
1413,b3031730,sshd[5956]: <*> <*> <*> closed by remote <*>
1414,76e8ae69,sshd[25993]: <*> <*> <*> closed by remote <*>
1415,9e9eba90,sshd[9601]: <*> <*> <*> closed by remote <*>
1416,9fc99219,sshd[32580]: <*> <*> <*> closed by remote <*>
1417,e96a06bf,sshd[11155]: <*> <*> <*> closed by remote <*>
1418,ac6cf584,sshd[1977]: <*> <*> <*> closed by remote <*>
1419,829db37f,sshd[814]: <*> <*> <*> closed by remote <*>
1420,b83f4491,sshd[4136]: <*> <*> <*> closed by remote <*>
1421,f5cf5c86,"kernel: cciss: cmd <*> has CHECK CONDITION, sense key = 0x3"
1422,a7df2572,"kernel: 00010000a60000 has CHECK CONDITION, sense key = 0x3"
1423,2e16132a,"kernel: cciss: cmd 0000010000a60000 00010000a60000 has CHECK CONDITION, sense key = 0x3"
1424,3db8c82a,logger: kernel: <*> <*> NIC Link is Down
1425,18225f82,sshd[2517]: <*> <*> <*> closed by remote <*>
1426,5d645369,sshd[6313]: <*> <*> <*> closed by remote <*>
1427,f734779b,sshd[4346]: <*> <*> <*> closed by remote <*>
1428,2238090f,sshd[8413]: <*> <*> <*> closed by remote <*>
1429,82c242eb,sshd[5950]: <*> <*> <*> closed by remote <*>
1430,978eb6cb,sshd[10635]: <*> <*> <*> closed by remote <*>
1431,f2cf4749,sshd[9642]: <*> <*> <*> closed by remote <*>
1432,7081690e,sshd[31178]: <*> <*> <*> closed by remote <*>
1433,02f150bd,sshd[11384]: <*> <*> <*> closed by remote <*>
1434,746269c9,sshd[606]: <*> <*> <*> closed by remote <*>
1435,8b69c034,sshd[11590]: <*> <*> <*> closed by remote <*>
1436,8b8cdbba,sshd[13600]: <*> <*> <*> closed by remote <*>
1437,e76e8e95,sshd[12468]: <*> <*> <*> closed by remote <*>
1438,73fa0611,sshd[14566]: <*> <*> <*> closed by remote <*>
1439,871f21a8,sshd[14160]: <*> <*> <*> closed by remote <*>
1440,7ffbf9b6,sshd[16516]: <*> <*> <*> closed by remote <*>
1441,9490f831,sshd[17705]: <*> <*> <*> closed by remote <*>
1442,79d17a00,sshd[20194]: <*> <*> <*> closed by remote <*>
1443,6e59faf9,sshd[20366]: <*> <*> <*> closed by remote <*>
1444,60590a40,sshd[21653]: <*> <*> <*> closed by remote <*>
1445,b78539aa,sshd[22049]: <*> <*> <*> closed by remote <*>
1446,95093139,sshd[29573]: <*> <*> <*> closed by remote <*>
1447,f12b3625,sshd[23812]: <*> <*> <*> closed by remote <*>
1448,ed69441a,sshd[18150]: <*> <*> <*> closed by remote <*>
1449,4148030a,kernel: rpc-srv/tcp: nfsd: sent only -107 bytes of <*> - shutting down socket
1450,79b4fe6d,kernel: sd: sent only -107 bytes of 132 - shutting down socket
1451,2c9c0c82,sshd[27746]: <*> <*> <*> closed by remote <*>
1452,dd62b737,sshd[20504]: <*> <*> <*> closed by remote <*>
1453,928aba3e,sshd[21472]: <*> <*> <*> closed by remote <*>
1454,0e964138,sshd[4821]: <*> <*> <*> closed by remote <*>
1455,2182e167,sshd[18367]: <*> <*> <*> closed by remote <*>
1456,45d0a3e5,sshd[22416]: <*> <*> <*> closed by remote <*>
1457,97995324,sshd[20047]: <*> <*> <*> closed by remote <*>
1458,15fd9e18,sshd[20094]: <*> <*> <*> closed by remote <*>
1459,bd9a5524,sshd[20111]: <*> <*> <*> closed by remote <*>
1460,e9b0a05f,sshd[20116]: <*> <*> <*> closed by remote <*>
1461,16a167fe,sshd[20126]: <*> <*> <*> closed by remote <*>
1462,6661c424,sshd[20147]: <*> <*> <*> closed by remote <*>
1463,124eab68,sshd[20157]: <*> <*> <*> closed by remote <*>
1464,0f99ef25,sshd[20164]: <*> <*> <*> closed by remote <*>
1465,fcfea627,sshd[20169]: <*> <*> <*> closed by remote <*>
1466,098e8971,sshd[20185]: <*> <*> <*> closed by remote <*>
1467,21e4171a,sshd[20191]: <*> <*> <*> closed by remote <*>
1468,c6fbfa8d,sshd[20196]: <*> <*> <*> closed by remote <*>
1469,c99aec53,sshd[20202]: <*> <*> <*> closed by remote <*>
1470,406f933c,sshd[20208]: <*> <*> <*> closed by remote <*>
1471,93bd41c7,sshd[20213]: <*> <*> <*> closed by remote <*>
1472,0b1c6f10,sshd[20245]: <*> <*> <*> closed by remote <*>
1473,49850b2a,sshd[20253]: <*> <*> <*> closed by remote <*>
1474,4db8b564,sshd[20258]: <*> <*> <*> closed by remote <*>
1475,f48800df,sshd[20263]: <*> <*> <*> closed by remote <*>
1476,c4bf09ae,sshd[20299]: <*> <*> <*> closed by remote <*>
